WORLD,NAME,AGE GROUP,GENDER ,OCCULT,ETHNICITY,JOB,JOB DETAIL / BRANCH AND LEVEL,NOTES,PLAYABLE SIM,STATUS,Family Status,"LOT VALUE
=IF(Lots!I#="""","""",Lots!I#)",HOUSEHOLD FUNDS,BANK CASH,TOTAL,WEALTH CLASS,INDIVIDUAL WEALTH CLASS,CLUB,FAME LEVEL,PET,PET NOTES,PRESTIGE RANK,SUGAR,DOS,OWES KASON MONEY,OWES KASON TIME,FAITH,ADDICTION,ALIGNMENT,POWER SOURCE,FORM LEVEL,MAGICAL ABILITIES,SPELLS,ALCHEMY POTIONS,ALTAR CONFIGURATIONS,OCCULT GROUP,LANGUAGE SPOKEN,POLITICAL ALIGNMENT,ORIENTATION
NPCs,Erin Mozza,Young Adult,Female,Human,Nordskan,PIZZA DELIVERY,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Tina Slice,Young Adult,Female,Human,Tartosian,PIZZA DELIVERY,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Gabe Ratchet,Adult,Male,Human,Tomaruan,REPAIR SERVICE,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Both Genders
NPCs,Tessa Fixx,Adult,Female,Human,South Windenburgian,REPAIR SERVICE,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Troy Sockett,Adult,Male,Human,South Windenburgian,REPAIR SERVICE,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Alan Wantanabe,Adult,Male,Human,Nordskan,REPO PERSON,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Amanda Gerstein,Adult,Female,Human,North Windenburgian,REPO PERSON,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Angelina Romano,Young Adult,Female,Human,Selvadoradian,ZOOMERS FOOD DELIVERY,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Selvadoadian , Simlish",,Both Genders
NPCs,Jarvis McGregory,Young Adult,Male,Human,Selvadoradian,ZOOMERS FOOD DELIVERY,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Selvadoadian , Simlish",,Both Genders
NPCs,Kris Zhang,Young Adult,Male,Human,Komorebigan,ZOOMERS FOOD DELIVERY,,,No,Ongoing,,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Komorebigo , Simlish",,Both Genders
NPCs,Annie Chan,Adult,Female,Human,Komorebigan,COMMUNITY GARDERNER,,,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Komorebigo , Simlish",,Both Genders
NPCs,Jason Chan,Adult,Male,Human,Komorebigan,COMMUNITY GARDERNER,,,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Komorebigo , Simlish",,Both Genders
NPCs,Enrique Thorne,Adult,Male,Human,Tartosian,GARDENER,,,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Grace Petal,Adult,Female,Human,Tartosian,GARDENER,,,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Malcom Mulch,Elder,Male,Human,Tartosian,GARDENER,,,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Petra Dandel,Elder,Female,Human,Tartosian,GARDENER,,,No,Ongoing,,,"§18,000",,"§18,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Caleb Bean,Young Adult,Male,Human,Nordskan,BARISTA,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Jin-Ah Roast,Young Adult,Female,Human,Komorebigan,BARISTA,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Komorebigo , Simlish",,Both Genders
NPCs,Jodie Java,Young Adult,Female,Human,Nordskan,BARISTA,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Luis Crema,Young Adult,Male,Human,Nordskan,BARISTA,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Emmet Sway,Adult,Male,Human,Tartosian,NANNY,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Helen Hush,Adult,Female,Human,Tartosian,NANNY,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,June Cradle,Adult,Female,Human,Tartosian,NANNY,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Maribel Snuggs,Adult,Female,Human,Tartosian,NANNY,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Delilah Tome,Adult,Female,Human,South Windenburgian,LIBRARIAN,,,No,Ongoing,,,"§22,000",,"§22,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Jaya Dewey,Young Adult,Female,Human,South Windenburgian,LIBRARIAN,,,No,Ongoing,,,"§22,000",,"§22,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Linus Quill,Elder,Male,Human,Tomaruan,LIBRARIAN,,,No,Ongoing,,,"§22,000",,"§22,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Both Genders
NPCs,Chad Pumpwell,Young Adult,Male,Human,South Windenburgian,GYM TRAINER,,,No,Ongoing,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Kiana Flex,Young Adult,Female,Human,South Windenburgian,GYM TRAINER,,,No,Ongoing,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Ricardo Abs,Young Adult,Male,Human,South Windenburgian,GYM TRAINER,,,No,Ongoing,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Tara Gains,Young Adult,Female,Human,Tomaruan,GYM TRAINER,,,No,Ongoing,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Both Genders
NPCs,Marcus Shield,Adult,Male,Human,Nordskan,BOUNCERS VIP ROPE,,,No,Ongoing,,,"§30,000",,"§30,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Selina Gates,Adult,Female,Human,Nordskan,BOUNCERS VIP ROPE,,,No,Ongoing,,,"§30,000",,"§30,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Tony Strongarm,Adult,Male,Human,Nordskan,BOUNCERS VIP ROPE,,,No,Ongoing,,,"§30,000",,"§30,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Haukea Waiola,Young Adult,Female,Mermaid,Toki,YOGA INSTRUCTOR,,,No,Ongoing,,,"§30,000",,"§30,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Both Genders
NPCs,Findy Shields,Young Adult,Female,Human,South Windenburgian,MASSAGE THERAPIST,,,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Windenburgish , Simlish",,Both Genders
NPCs,Rodrigo Vasquez,Young Adult,Male,Human,Selvadoradian,MASSAGE THERAPIST,,,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Selvadoradian , Simlish",,Both Genders
NPCs,Eloise Hiddleston,Young Adult,Female,Human,Tartosian,THRIFT STORE OWNER,,,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Emily Hiddlestix,Young Adult,Female,Human,Tartosian,THRIFT STORE OWNER,,,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Alexa Blaze,Adult,Female,Human,Nordskan,FIREFIGHTER,,,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Darnell Ash,Adult,Male,Human,Nordskan,FIREFIGHTER,,,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Hugo Morales,Adult,Male,Human,Nordskan,FIREFIGHTER,,,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Jason Ember,Adult,Male,Human,Nordskan,FIREFIGHTER,,,No,Ongoing,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Adebayo Shaker,Young Adult,Male,Human,Eastern Simli,MIXOLOGIST,,,No,Ongoing,,,"§55,000",,"§55,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Simlish,,Both Genders
NPCs,Bryce Twist,Young Adult,Male,Human,Tomaruan,MIXOLOGIST,,,No,Ongoing,,,"§55,000",,"§55,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Both Genders
NPCs,Leo Bitters,Young Adult,Male,Human,Tartosian,MIXOLOGIST,,,No,Ongoing,,,"§55,000",,"§55,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Lola Lime,Young Adult,Female,Human,Tartosian,MIXOLOGIST,,,No,Ongoing,,,"§55,000",,"§55,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Both Genders
NPCs,Agni Properleigh,Elder,Female,Human,Nordskan,BUTLER,,,No,Ongoing,,,"§60,000",,"§60,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Bernard Ashcombe,Elder,Male,Human,Nordskan,BUTLER,,,No,Ongoing,,,"§60,000",,"§60,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Cathaniel Bellgrave,Adult,Male,Human,Nordskan,BUTLER,,,No,Ongoing,,,"§60,000",,"§60,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Nordska , Simlish",,Both Genders
NPCs,Elias Penworth,Adult,Male,Human,Tomaruan,BUTLER,,,No,Ongoing,,,"§60,000",,"§60,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Tomaru , Simlish",,Both Genders
NPCs,Clay Curio,Adult,Male,Human,Toki,MUSEUM DOCENT,,add trait via cheat 'Simsonian Institute',No,Ongoing,,,"§60,000",,"§60,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Toki Sulani",,Both Genders
Oasis Springs,Kason Blackwood,Adult,Male,Human,Western Simli,Self employed,Founder of Blakwoods Inc,"runs oasis springs basically, sex ring lord. owns strip club, friends with lawyers and gang members, owns sex dungeon, pimps people out.perv
",Yes,Not Started,,"§464,114","§4,000,000",,"§4,464,114",Rich,Rich,"Cedar Creek Country Club , The Plumbobtician Society , Dreams Of Approach",,,,,Daddy,Dom,,,,,,,,,,,,,Simlish,,Both Genders
Oasis Springs,Darius Rollins,Adult,Male,Human,Eastern Simli,Culinary,,"Culinary Branch
aspiring to own restaurant, wants better life for him and his family , in debt",Yes,Ongoing,Rollins_Freeman,"§46,378","§3,000",,"§49,378",Poor,Poor,The Foodies,,,,,,,,,Congregation of the Non believers,,,,,,,,,,Simlish,,Straight
Oasis Springs,Shayla Rollins,Adult,Female,Human,Eastern Simli,Education,,"just wants to avoid all the violence and nonsense, in debt",Yes,Ongoing,Rollins_Freeman,"Same as Darius, same household","Same as Darius, same household",,,,Poor,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,Simlish,,Straight
Oasis Springs,Javante Rollins,Teenager,Male,Human,Eastern Simli,"High School Student , Swim Team Member",,"teenager, misguided wants to join gang",Yes,Ongoing,Rollins_Freeman,"Same as Darius, same household","Same as Darius, same household",,,,Poor,"The Art Appreciation Society , The Swimming Club",,,,,,,,,,,,,,,,,,,Simlish,,Straight
Oasis Springs,Milton Moretti ,Elder,Male,Human,Tartosian,Active Lawyer,,"Bachelor, Judge, promiscuous, friends with Kason,  corrupt",No,Not Started,Ashcroft_Faircroft_Croftcroft_Ironsoul_Grayhawk_Moretti_Usher_Vionna_Kaltman,"§216,889","§800,000",,"§1,016,889",Rich,Rich,"Cedar Creek Country Club , The Bar Association , The Plumbobtician Society , Dreams Of Approach",,Dog,,,,Dom,,,,Nicotine (Cigs and Tobacco),,,,,,,,,"Simlish , Tartosiano",Plumbobtician,Both Genders
Oasis Springs,Knox Lovejoy,Adult,Female,Human,Komorebigan,Food Liaison at Blackwoods Inc (Self employed),,Elite Contract Chef “Curates tasteful encounters”,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,"The Foodies ,  Dreams Of Surrender",,,,,,Sub,,,,,,,,,,,,,"Simlish , Komorebigo",,Both Genders
Oasis Springs,Slade Biondino,Adult,Male,Human,Tartosian,Groundskeeper at Blackwoods Inc (Self employed),,Elite Contract Groundskeeper “Stewards client settings with style”,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,"Second Chance ,  Dreams Of Surrender",,,,,,Sub,,,,Ketamine,,,,,,,,,"Simlish , Tartosiano",,Both Genders
Oasis Springs,Sultan Al-Nahyan,Elder,Male,Human,North Windenburgian,"Self employed , Basiness","Oil Mogul , Investor Branch Lv 100 overmax","Rich oil mogul
Illuminati",No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,"§234,219","§2,000,000",,"§2,234,219",Rich,Rich,"Cedar Creek Country Club , The Traditionalsits",,,,,Daddy,,,,Worship of the Watcher,Nicotine (Cigs and Tobacco),,,,,,,,,"Simlish , Windenburgish",Plumbobtician,Straight
Oasis Springs,Amira Al-Nahyan,Young Adult,Female,Human,North Windenburgian,Stay-at-home-parent,,"very young, Alcololic",No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,Same as Sultan Same household,Same as Sultan Same household,,,,Rich,Cedar Creek Country Club,,,,,,,,,Worship of the Watcher,MDMA,,,,,,,,,"Simlish , Windenburgish",,Straight
Oasis Springs,Maha Al-Nahyan,Teenager,Female,Human,North Windenburgian,"Elite Private School Student, Swim team member",,entitled ,No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,Same as Sultan Same household,Same as Sultan Same household,,,,Rich,"Cedar Creek Country Club , The Swimming Club",,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
Oasis Springs,Zayed Al-Nahyan,Teenager,Male,Human,North Windenburgian,"Elite Private School Student, Bullet Club , The Performing Arts and Dance Club",,chubby,No,Not Started,Al-Saud_Wesley_Al-Nahyan_Guidroz,Same as Sultan Same household,Same as Sultan Same household,,,,Rich,"Cedar Creek Country Club , The Performing Arts and Dance Club , The Performing Arts and Dance Club",,,,,,,,,,Nicotine (Cigs and Tobacco),,,,,,,,,"Simlish , Windenburgish",,Straight
Oasis Springs,Latoya Freeman,Young Adult,Female,Human,Eastern Simli,"Active Photographer, Aspiring Gang-Member",,Aspiring La Cosa Simstra gang member,No,Not Started,Rollins_Freeman,,"§5,000",,"§5,000",Destitute,Destitute,,,Dog,,,,,,,,,,,,,,,,,Simlish,,Same Gender
Oasis Springs,Elias Freeman,Adult,Male,Human,Eastern Simli,"Savini Field Operative at Savini Security Group, Gang Member",,La Cosa Simstra gang member,No,Not Started,Rollins_Freeman,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Oasis Springs,Deshawn Freeman,Adult,Male,Human,Eastern Simli,"Savini Field Operative at Savini Security Group, Gang Member, Shady Pharma",,"La Cosa Simstra gang member, drug dealer",No,Not Started,Rollins_Freeman,,"§5,000",,"§5,000",Destitute,Destitute,Second Chance,,,,,,,,,,Nicotine (Cigs and Tobacco),,,,,,,,,Simlish,,Same Gender
Oasis Springs,Aurora Palolhati,Adult,Female,Human,Western Simli,"Savini Assistant Manager at Savini Security Group, Gang Member",,La Cosa Simstra Right Hand,No,Not Started,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,Simlish,,Straight
Oasis Springs,Cole Heist,Adult,Male,Human,Komorebigan,"Savini Compliance  Officer at Savini Security Group, Gang Member",,La Cosa Simstra enforcer ,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,cat,,,,,,,,,,,,,,,,,"Simlish , Komorebigo",,Straight
Oasis Springs,Nina Bandita,Adult,Female,Human,Tomaruan,"Savini Compliance Officer at Savini Security Group , Gang Member",,La Cosa Simstra Enforcer “Applies measures to uphold discipline.”,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Tomaru",,Straight
Oasis Springs,Nick Larceny,Adult,Male,Human,Tomaruan,"Savini Field Operative at Savini Security Group , Gang Member",,La Cosa Simstra gang member “Conducts daily team operations and logistics.”,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Tomaru",,Straight
Oasis Springs,Celeste Mugford,Adult,Female,Human,North Windenburgian,"Savini Protection Agent at Savini Security Group , Gang Member",,La Cosa Simstra Bodyguard “Maintains security during sensitive activities.”,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,Steroids,,,,,,,,,"Simlish , Windenburgish",,Straight
Oasis Springs,Tate Shady,Adult,Male,Human,Eastern Simli,"Savini Protection Agent at Savini Security Group , Gang Member , Shady Pharma",,La Cosa Simstra Bodyguard “Maintains security during sensitive activities.”,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,Steroids,,,,,,,,,Simlish,,Straight
Oasis Springs,Gussavo Narravo,Adult,Male,Human,Selvadoradian,"Savini Sales Director, Gang Member , Shady pharma",,La Cosa Simstra casino boss,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,The Llamazonian Society,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",Llamazonian,Straight
Oasis Springs,Jackson Kim,Young Adult,Male,Human,Komorebigan,Spicy Dancer,,goth,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Komorebigo",,Straight
Oasis Springs,Diamond Johnston,Young Adult,Female,Human,Eastern Simli,"Spicy Dancer, Call Person",,"muscle mommy, has baby but is unfit so will give baby up for adoption",No,Not Started,,,"§2,000",,"§2,000",Destitute,Destitute,Second Chance,,,,,,,0,Owes forever,,Ketamine,,,,,,,,,Simlish,,Both Genders
Oasis Springs,Leo Romano,Young Adult,Female,Human,Selvadoradian,Retail Employee,At Paddywack's Emporium,diamond's bf,No,Not Started,,,"same as diamond, same household",,,,Destitute,,,,,,,,,,,Amphetamine,,,,,,,,,"Simlish , Selvadoradian",,Straight
Oasis Springs,Raven O'Riley,Adult,Female,Human,Eastern Simli,Spicy Dancer,,,No,Not Started,,,"§5,000",,"§5,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Oasis Springs,Johnny Zest,Young Adult,Male,Human,Western Simli,"Savini Operations Manager at Savini Security Group , Gang member",,"Disowned by parents, but still close with Malcom for power purposes, La Cosa Simstra Leader
“Manages organizational coordination under Savini.”",Yes,Not Started,Landgraab,"§201,313","§40,000",,"§241,313",Middle Class,Middle Class,,,Dog,,,,,,,,,,,,,,,,,Simlish,,Straight
Oasis Springs,Nancy Landgraab,Adult,Female,Human,Western Simli,Landlord,,Illuminati,No,Not Started,Landgraab,"§280,340","§2,000,000",,"§2,280,340",Rich,Rich,"Cedar Creek Country Club , The Plumbobtician Society",,,,,,,,,Worship of the Watcher,,,,,,,,,,Simlish,Plumbobtician,Straight
Oasis Springs,Geoffrey Landgraab,Adult,Male,Human,Western Simli,Landlord,,,No,Not Started,Landgraab,Same as Nancy Same Household,Same as Nancy Same Household,,,,Rich,"Cedar Creek Country Club , Second Chance",,,,,,,,,Worship of the Watcher,Cocaine,,,,,,,,,Simlish,Plumbobtician,Straight
Oasis Springs,Malcom Landgraab,Teenager,Male,Human,Western Simli,"Elite Private School Student , Mock Trial Team member",,"Corrupt, wants to be president",No,Not Started,Landgraab,Same as Nancy Same Household,Same as Nancy Same Household,,,,Rich,"Cedar Creek Country Club , The Bar Association",,,,,,,,,Worship of the Watcher,,,,,,,,,,Simlish,,Straight
Oasis Springs,Marcus Thorn,Adult,Male,Human,Eastern Simli,BASEMENTAL cc,,"POILICE
Local Oasis Springs officer, aware of Kason's operation but lacks evidence. likes Kason, acquainted with the Rollins family.",No,Not Started,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Ondarion,Tuan Nguyen,Adult,Male,Human,Tomaruan,Retail Employee,At Paddywack's Emporium AND at The Roadstead,,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,"§4,000",,"§4,000",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Tartosiano , Tomaru",,Straight
Ondarion,Nam Nguyen,Infant,Male,Human,Tomaruan,,,,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,"Same as Rivera, same household","Same as Rivera, same household",,,,Destitute,,,,,,,,,,,,,,,,,,,,"Tartosiano , Tomaru",,
Ondarion,Lan Nguyen,Toddler,Female,Human,Tomaruan,,,,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,"Same as Rivera, same household","Same as Rivera, same household",,,,Destitute,,,,,,,,,,,,,,,,,,,,"Tartosiano , Tomaru",,
Ondarion,Daniel Foster,Elder,Male,Human,Komorebigan,Detective,,"Chef dad, hardworking",No,Not Started,Foster,,"§40,000",,"§40,000",Poor,Poor,The Barbie Fan Club,,,,,,,,,,,,,,,,,,,"Tartosiano , Komorebigo",,Straight
Ondarion,Laura Foster,Adult,Female,Human,Komorebigan,Scientist,,Loving but strict mom,No,Not Started,Foster,,"Same as Daniel, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Komorebigo",,Straight
Ondarion,Jisoo Foster,Teenager,Female,Human,Komorebigan,"High School Student , Swim Team Member",,"Chubby, insecure teen",No,Not Started,Foster,,"Same as Daniel, same household",,,,Poor,The Swimming Club,,,,,,,,,,,,,,,,,,,"Tartosiano , Komorebigo",,Straight
Ondarion,Jiwon Foster,Newborn,Male,Human,Komorebigan,,,Emma’s baby brother,No,Not Started,Foster,,"Same as Daniel, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Tartosiano , Komorebigo",,
Ondarion,Ermelinda Abrantes,Elder,Female,Human,South Windenburgian,Noble,,,No,Not Started,Abrantes-Thebe,,In Game,,,,,,,,,6,,,,,,,,,,,,,,,"Simlish , Tartosiano , Windenburgish",,Straight
Ondarion,Sofia Abrantes,Teenager,Female,Human,South Windenburgian,"Elite Private School Student , STEM club member",,,No,Not Started,Abrantes-Thebe,,In Game,,,,,The STEM Society,,,,6,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Aloisio Romualdo,Adult,Male,Human,South Windenburgian,Criminal,,,No,Not Started,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Both Genders
Ondarion,Ekene Ananou,Adult,Male,Human,South Windenburgian,Retired,,GIVE JOB,No,Not Started,Ananou,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Afua Ananou,Child,Female,Human,South Windenburgian,"Elite Private School Child , School Orchestra",,Give Jobs,No,Not Started,Ananou,,In Game,,,,,The Performing Arts and Dance Club,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,
Ondarion,Thiago Abrantes,Young Adult,Male,Human,South Windenburgian,Noble,,,No,Not Started,Abrantes-Thebe,,In Game,,,,,,,,,8,,,,,,,,,,,,,,,"Simlish , Tartosiano , Windenburgish",,Straight
Ondarion,Cordelia Thebe V,Young Adult,Female,Human,Ravenian,Noble,,,No,Not Started,Abrantes-Thebe,,In Game,,,,,,,,,9,,,,,,,,,,,,,,,"Simlish , Tartosiano , Ravena , Windenburgish",,Straight
Ondarion,Romeo Monty,Elder,Male,Human,South Windenburgian,Retired,,Give Job,No,Not Started,Monty,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Juliette Monty,Elder,Female,Human,South Windenburgian,Retired,,Give Job,No,Not Started,Monty,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Dante Monty,Teenager,Male,Human,South Windenburgian,"Independent School Student , STEM club member",,GIVE JOBS,No,Not Started,Monty,,In Game,,,,,The STEM Society,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Same Gender
Ondarion,Tybalt Capp,Adult,Male,Human,South Windenburgian,Noble,,,No,Not Started,Capp,,In Game,,,,,,,,,9,,,,,,,,,,,,,,,"Simlish , Tartosiano , Windenburgish",,Straight
Ondarion,Beatrice Capp,Young Adult,Female,Human,South Windenburgian,Writer,,Journalist Branch,No,Not Started,Capp,,In Game,,,,,The Library Club,,,,9,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Celeste Capp,Young Adult,Other,Human,South Windenburgian,Entertainer,,Music producer branch,No,Not Started,Capp,,In Game,,,,,,,,,9,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Virgilio Capp,Young Adult,Male,Human,South Windenburgian,Basiness,,,No,Not Started,Capp,,In Game,,,,,,,,,9,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
Ondarion,Adekoya Darong,Elder,Male,Human,South Windenburgian,Retired,,Give Job,No,Not Started,Darong,,In Game,,,,,,,,,,,,,,,,,,,,,,,,"Tartosiano , Windenburgish",,Straight
